SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,Gender,GenderConsistency,Feedback
292905,AMELYCC59JKB0,3EJJQNKU9SRAPL76Q0UIFGPDC1JRH9,6421,5/6/2021 2:50:18 PM,5/6/2021 4:37:19 PM,Approved,7.00,6.44,0.700000,,,Female,100.00 %,
292905,A30HUZHJBOX1LK,3TYCR1GOTD5LD8CNR23TTBKJ2ZBLZ3,6609,5/6/2021 2:50:16 PM,5/6/2021 4:40:25 PM,Approved,7.00,4.93,0.700000,,,Male,100.00 %,
292905,A98E8M4QLI9RS,3DI28L7YXB0AC6HN257XOMANGNY1E8,7412,5/6/2021 2:52:45 PM,5/6/2021 4:56:17 PM,Approved,7.00,6.00,0.700000,,,Female,100.00 %,
292905,A2615YW1YERQBO,3YJ6NA41JC2L4EMH18TEMY5DOBZPJK,8166,5/6/2021 2:50:17 PM,5/6/2021 5:06:23 PM,Approved,7.00,5.76,0.700000,,,Male,100.00 %,
292905,AVCOBHDVXZOZL,3RYC5T2D74F2225U9D2NOPR4YSTRPE,3777,5/6/2021 4:06:11 PM,5/6/2021 5:09:08 PM,Approved,7.00,6.43,0.700000,,,Male,100.00 %,
292905,A3FNC8ELMK8YJA,345LHZDEDYENB5SOF90LGXBN0V5U39,15550,5/6/2021 2:52:53 PM,5/6/2021 7:12:03 PM,Approved,7.00,4.96,0.700000,,,Female,100.00 %,
292905,AFU00NU09CFXE,3QY7M81QH88R9SOZN7Z9NRE536TK77,18716,5/6/2021 2:50:17 PM,5/6/2021 8:02:13 PM,Approved,7.00,5.39,0.700000,,,Female,100.00 %,
292905,A3G5IPGLH1IIZN,3U5NZHP4LSOPD8RRD8QTALPYBJVPHF,20632,5/6/2021 2:50:16 PM,5/6/2021 8:34:08 PM,Approved,7.00,6.96,0.700000,,,Female,100.00 %,
292905,A3K9GTQBOI7O5A,3W8CV64QJ3L4LLBKWJUWOVPJ6FDH9C,21243,5/6/2021 2:50:18 PM,5/6/2021 8:44:21 PM,Approved,7.00,6.48,0.700000,,,Female,100.00 %,
292905,A1NDMFN9A5G25G,3YW4XOSQKR7R12E9S5M2S4WQ2BS1UP,22857,5/6/2021 2:50:18 PM,5/6/2021 9:11:15 PM,Approved,7.00,4.74,0.700000,,,Male,100.00 %,
292905,A34SIGOLUGKIHJ,373ERPL3YPU0UUY1QUB7TZS1NVERTJ,23387,5/6/2021 2:50:23 PM,5/6/2021 9:20:10 PM,Approved,7.00,6.98,0.700000,,,Male,100.00 %,
292905,A3CTXNQ2GXIQSP,3H7Z272LX8TRZ4AH4T5R2DI5S04PLM,40795,5/6/2021 2:58:52 PM,5/7/2021 2:18:47 AM,Approved,7.00,7.07,0.700000,,,Male,100.00 %,
292905,A1B5SSGMTAQ9B5,37WLF8U1WQC85SAU4XUHHDE98V9K68,42773,5/6/2021 2:50:17 PM,5/7/2021 2:43:10 AM,Approved,7.00,5.06,0.700000,,,Female,100.00 %,
292905,A2V27A9GZA1NR2,3HRMW88U17C8H5OINKRGNPWMKXIM0E,46929,5/6/2021 2:50:18 PM,5/7/2021 3:52:27 AM,Approved,7.00,6.65,0.700000,,,Male,100.00 %,
292905,A3GLUDQZGEJL5G,3EF8EXOTT2HINM3FG6IOL2NFLVU1JT,76713,5/6/2021 2:51:30 PM,5/7/2021 12:10:03 PM,Approved,7.00,5.85,0.700000,,,Female,100.00 %,
292905,A3RKG5PZN97RD5,3R2PKQ87NXUJO05YRAGMTTWI6RZMI9,91215,5/6/2021 2:50:18 PM,5/7/2021 4:10:33 PM,Approved,7.00,6.48,0.700000,,,Female,100.00 %,
292905,A273DS7TQWR9M1,3GD6L00D3TJ8OU90J3VG1UFWPPOM1H,106665,5/6/2021 2:53:40 PM,5/7/2021 8:31:25 PM,Approved,7.00,6.28,0.700000,,,,,
292905,A12XVSIL669PVI,31LVTDXBL8WCBHQWHL9G78IKTISRLG,126078,5/6/2021 2:50:17 PM,5/8/2021 1:51:35 AM,Approved,7.00,7.28,0.700000,,,,,
292905,AA4O2W236E3FW,3VW6495TLKM58H9HEVQ09CDD5KBYYH,128246,5/6/2021 2:51:17 PM,5/8/2021 2:28:43 AM,Approved,7.00,5.15,0.700000,,,,,
292905,A9HQ3E0F2AGVO,3KV0LJBBH37WHZ8HHXAV7LX9TNIRMI,128766,5/6/2021 2:50:20 PM,5/8/2021 2:36:26 AM,Approved,7.00,6.35,0.700000,,,Female,100.00 %,
292905,A1GKD3NG1NNHRP,3VFJCI1K40LWPPCV6UC0UGDCX16RGA,170638,5/6/2021 2:50:16 PM,5/8/2021 2:14:14 PM,Approved,7.00,4.85,0.700000,,,Female,100.00 %,
292905,A1HRH92NH49RX2,3PDJHANYK62H329MYCRK4LYHGE66HR,172719,5/6/2021 2:50:19 PM,5/8/2021 2:48:58 PM,Approved,7.00,5.11,0.700000,,,Female,100.00 %,
292905,A2VNSNAN1LZBAM,3A1COHJ8NKH47GSARROIOZU8M9VH8N,1870,5/8/2021 2:51:06 PM,5/8/2021 3:22:16 PM,Approved,7.00,5.50,0.700000,,,Female,100.00 %,
292905,A2871R3LEPWMMK,33CID57105FKSF5U6V8KPAF4N613LH,171124,5/6/2021 11:43:11 PM,5/8/2021 11:15:15 PM,Approved,7.00,6.91,0.700000,,,Male,100.00 %,
292905,A1SISJL5ST2PWH,3FDJT1UU75UCMOAGZEKCP709C0YK5S,153045,5/7/2021 8:57:02 PM,5/9/2021 3:27:47 PM,Approved,7.00,7.35,0.700000,,,Male,100.00 %,
292905,A2ZDEERVRN5AMC,3Y5140Z9DY2P932BJQ8EAXQDBWAPI8,93652,5/8/2021 2:50:52 PM,5/9/2021 4:51:44 PM,Approved,7.00,6.70,0.700000,,,Male,100.00 %,
292905,A4ZPIPBDO624H,3WS1NTTKEZY2BVW11XN3SZCDN2HF0N,97363,5/8/2021 2:37:13 PM,5/9/2021 5:39:56 PM,Approved,7.00,6.61,0.700000,,,Male,100.00 %,
