SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,Gender,GenderConsistency,Feedback
294904,A3180VXVP8MOIH,3ERET4BTVNVVNBCS24XT1N5BZU1K90,30507,5/17/2021 5:02:05 PM,5/18/2021 1:30:32 AM,Approved,7.00,5.39,0.700000,,,Female,100.00 %,
294904,A110KENBXU7SUJ,3H8DHMCCWAX7Q1P9EK2VNJO1QFGKDH,30524,5/17/2021 5:02:06 PM,5/18/2021 1:30:50 AM,Approved,7.00,5.74,0.700000,,,,,
294904,A1ZT30BGR3266K,3HPZF4IVNNFS5E8CI38BCLLU3UDCY4,31766,5/17/2021 5:02:10 PM,5/18/2021 1:51:36 AM,Approved,7.00,4.93,0.700000,,,Female,100.00 %,
294904,AJXIC6Q5EM76P,3LRLIPTPERV9SUMXUABTXIGV5CJKAF,37297,5/17/2021 5:14:57 PM,5/18/2021 3:36:34 AM,Approved,7.00,5.06,0.700000,,,Male,100.00 %,
294904,A3JC9VPPTHNKVL,3TOK3KHVJU4AZJ9ELZR2U8VEO9N7OV,67872,5/17/2021 5:02:06 PM,5/18/2021 11:53:18 AM,Approved,7.00,7.33,0.700000,,,Male,100.00 %,
294904,A1K8VUKRL53OX,3CFJTT4SXUC03XYBN4EXABZSC0OI7B,65998,5/17/2021 5:48:32 PM,5/18/2021 12:08:30 PM,Approved,7.00,8.20,0.700000,,,Male,100.00 %,
294904,A2YTO4EY3MNYAJ,3KGTPGBS6Y7YQNW5B9MGXN6VVFP2UN,1969,5/18/2021 3:31:22 PM,5/18/2021 4:04:11 PM,Approved,7.00,5.59,0.700000,,,Female,100.00 %,
294904,A1Z3NTRGIUZ240,32KTQ2V7RE1QDZCVNGA9G0XFO2BM9S,15381,5/18/2021 12:30:09 PM,5/18/2021 4:46:30 PM,Approved,7.00,6.91,0.700000,,,Male,100.00 %,
294904,A11S8IAAVDXCUS,3SKEMFQBZ4RV96TIXCRF1RA0FOJK8B,86314,5/17/2021 5:02:04 PM,5/18/2021 5:00:38 PM,Approved,7.00,6.35,0.700000,,,Female,100.00 %,
294904,AN9MVFWRCF2OP,3SLE99ER0OZ90ZQB0PEZF8OER7OZBQ,11840,5/18/2021 4:14:48 PM,5/18/2021 7:32:08 PM,Approved,7.00,5.96,0.700000,,,,,
294904,A2FL477TMKC91L,3VHHR074H432TY6H87BA2RRKT4I7LE,2051,5/18/2021 10:02:37 PM,5/18/2021 10:36:48 PM,Approved,7.00,7.28,0.700000,,,Female,100.00 %,
294904,A1FVXS8IM5QYO8,35LDD5557BQAUVVMRD1Y69BVZT8MK1,106592,5/17/2021 5:02:05 PM,5/18/2021 10:38:37 PM,Approved,7.00,5.94,0.700000,,,Female,100.00 %,
294904,A1PJLZSOUQ4MIL,3R2PKQ87NXUJO05YRAGMTTWI7PJMIQ,108724,5/17/2021 5:02:07 PM,5/18/2021 11:14:11 PM,Approved,7.00,5.41,0.700000,,,Female,100.00 %,
294904,A324VBRLXHG5IB,37FMASSAYDDN59110LQDFDLOVUCIB2,19436,5/18/2021 6:19:25 PM,5/18/2021 11:43:21 PM,Approved,7.00,4.98,0.700000,,,Female,100.00 %,
294904,A37JC45Y9GLSA7,3TE3O85731U6AV4O7FRBSCJBOGL2RJ,115059,5/17/2021 5:02:05 PM,5/19/2021 12:59:44 AM,Approved,7.00,6.30,0.700000,,,Male,100.00 %,
294904,A11TPUPFP2S4MK,32RIADZISTQSEOJOQIA4B1L5UW04S5,169874,5/17/2021 5:02:07 PM,5/19/2021 4:13:21 PM,Approved,7.00,6.63,0.700000,,,Male,100.00 %,
294904,A2P065E9CYMYJL,31UV0MXWNRYLGTKSZBZ0CRLWLUTI5W,171004,5/17/2021 5:02:06 PM,5/19/2021 4:32:10 PM,Approved,7.00,6.76,0.700000,,,Male,100.00 %,
294904,A10249252O9I20MRSOBVF,3P59JYT76M6JQAHGB4W6SRKTC1I2TW,171758,5/17/2021 5:02:06 PM,5/19/2021 4:44:44 PM,Approved,7.00,4.93,0.700000,,,Female,100.00 %,
294904,AMTTB8JUWRRM7,3LUY3GC630MSKJLF0Z4HJ804YEJ7PC,159359,5/17/2021 9:22:20 PM,5/19/2021 5:38:19 PM,Approved,7.00,5.74,0.700000,,,Female,100.00 %,
294904,A1NKBIJQGT0712,3TDXMTX3CCGHZXK64U954XZWHP4I6C,5177,5/19/2021 5:02:44 PM,5/19/2021 6:29:01 PM,Approved,7.00,5.54,0.700000,,,Male,100.00 %,
294904,AW0K78T4I2T72,354P56DE9LPPXB17SG8BED5FLYQ7SS,165042,5/19/2021 5:37:48 AM,5/21/2021 3:28:30 AM,Approved,7.00,5.29,0.700000,,,Female,100.00 %,
